Sl.No.	key_word_eng	key_word_hin	word_forms_en	word_forms_hi	strongs_en	strongs_hi	references_en	
1013	tribe	tribe	tribe, tribes, tribal, tribesmen	गोत्र, गोत्रों, गोत्रों, भाइयों	['H523', 'H4294', 'H7625', 'H7626', 'G1429', 'G5443']	['H523', 'H4294', 'H7625', 'H7626', 'G1429', 'G5443']	* [1 Samuel 10:19](rc://en/tn/help/1sa/10/19)* [2 Kings 17:16-18](rc://en/tn/help/2ki/17/16)* [Genesis 25:16](rc://en/tn/help/gen/25/16)* [Genesis 49:17](rc://en/tn/help/gen/49/17)* [Luke 02:36-38](rc://en/tn/help/luk/02/36)	09010019. 12017016. 12017017. 12017018. 01025016. 01049017. 42002036. 42002037. 42002038. 
1014	tribulation	tribulation	tribulation, distresses	क्लेश	['H6869', 'G2347']	['H6869', 'G2346', 'G2347']	* [Mark 04:17](rc://en/tn/help/mrk/04/17)* [Mark 13:19](rc://en/tn/help/mrk/13/19)* [Matthew 13:20-21](rc://en/tn/help/mat/13/20)* [Matthew 24:09](rc://en/tn/help/mat/24/09)* [Matthew 24:29](rc://en/tn/help/mat/24/29)* [Romans 02:09](rc://en/tn/help/rom/02/09)	41004017. 41013019. 40013020. 40013021. 40024009. 40024029. 45002009. 
1015	tribute	tribute	tribute, contribution, fined	tribute	['H1093', 'H4061', 'H4503', 'H4530', 'H4853', 'H6066', 'H7862', 'G5411']	['H1093', 'H4060', 'H4061', 'H4371', 'H4503', 'H4522', 'H4530', 'H4853', 'H6066', 'H7862', 'G1323', 'G2778', 'G5411']	* [1 Chronicles 18:1-2](rc://en/tn/help/1ch/18/01)* [2 Chronicles 09:22-24](rc://en/tn/help/2ch/09/22)* [2 Kings 17:03](rc://en/tn/help/2ki/17/03)* [Luke 23:02](rc://en/tn/help/luk/23/02)	13018001. 13018002. 14009022. 14009023. 14009024. 12017003. 42023002. 
1016	trouble	trouble	trouble, troubles, troubled, troubling, troublemaker, troublesome, disturbing, upset, shaken, hardship	दुःख, क्लेश, परेशान होना, सताना, सतानेवाले, उपद्रवी	['H205', 'H926', 'H927', 'H1204', 'H1607', 'H1644', 'H2000', 'H4103', 'H5916', 'H5999', 'H6031', 'H6040', 'H6470', 'H6696', 'H6862', 'H6869', 'H6887', 'H7264', 'H7267', 'H7451', 'H7489', 'H8513', 'G387', 'G1776', 'G2346', 'G2347', 'G2350', 'G2360', 'G2873', 'G3636', 'G3926', 'G3930', 'G3986', 'G4423', 'G4660', 'G5015', 'G5182']	['H205', 'H598', 'H926', 'H927', 'H928', 'H1204', 'H1205', 'H1607', 'H1644', 'H1804', 'H1993', 'H2000', 'H2113', 'H2189', 'H2560', 'H2960', 'H4103', 'H5590', 'H5753', 'H5916', 'H5999', 'H6031', 'H6040', 'H6470', 'H6696', 'H6862', 'H6869', 'H6887', 'H7264', 'H7267', 'H7451', 'H7481', 'H7489', 'H7515', 'H7561', 'H8513', 'G387', 'G1298', 'G1613', 'G1776', 'G2346', 'G2347', 'G2350', 'G2360', 'G2553', 'G2873', 'G3636', 'G3926', 'G3930', 'G3986', 'G4423', 'G4660', 'G5015', 'G5016', 'G5182']	* [1 Kings 18:18-19](rc://en/tn/help/1ki/18/18)* [2 Chronicles 25:19](rc://en/tn/help/2ch/25/19)* [Luke 24:38](rc://en/tn/help/luk/24/38)* [Matthew 24:06](rc://en/tn/help/mat/24/06)* [Matthew 26:36-38](rc://en/tn/help/mat/26/36)	11018018. 11018019. 14025019. 42024038. 40024006. 40026036. 40026037. 40026038. 
1017	trumpet	trumpet	trumpet, trumpets, trumpeters	तुरही, तुरहियां, तुरही फूँकनेवालों	['H2689', 'H2690', 'H3104', 'H7782', 'H8619', 'H8643', 'G4536', 'G4537', 'G4538']	['H2689', 'H2690', 'H3104', 'H7782', 'H8619', 'H8643', 'G4536', 'G4537', 'G4538']	* [1 Chronicles 13:7-8](rc://en/tn/help/1ch/13/07)* [2 Kings 09:13](rc://en/tn/help/2ki/09/13)* [Exodus 19:12-13](rc://en/tn/help/exo/19/12)* [Hebrews 12:19](rc://en/tn/help/heb/12/19)* [Matthew 06:02](rc://en/tn/help/mat/06/02)* [Matthew 24:31](rc://en/tn/help/mat/24/31)	13013007. 13013008. 12009013. 02019012. 02019013. 58012019. 40006002. 40024031. 
1018	tunic	tunic	tunic, tunics	कुर्ता, अंगरखों	['H2243', 'H3801', 'H6361', 'G5509']	['H2243', 'H3801', 'H6361', 'G5509']	* [Daniel 03:21-23](rc://en/tn/help/dan/03/21)* [Isaiah 22:21](rc://en/tn/help/isa/22/21)* [Leviticus 08:12-13](rc://en/tn/help/lev/08/12)* [Luke 03:11](rc://en/tn/help/luk/03/11)* [Mark 06:7-9](rc://en/tn/help/mrk/06/07)* [Matthew 10:10](rc://en/tn/help/mat/10/10)	27003021. 27003022. 27003023. 23022021. 03008012. 03008013. 42003011. 41006007. 41006008. 41006009. 40010010. 
1019	turn	turn	turn, turns, turn away, turns away, turn back, turns back, turned, turned away, turned back, turning, turning away, direct	मुड़, मुड़ता, लौटना, पीछे मुड़ता है, वापस मुड़ता है, वापस मुड़ना, वापस मुड़ा, मुड़ जाना, वापस मुड़ा,मोड़, मुड़ कर दूर जा रहा है, लौटता है, वापस लौटाया, वापस लौट रहा है, वापस लौट जाता है	['H541', 'H2015', 'H2017', 'H2186', 'H2559', 'H3943', 'H4672', 'H4740', 'H4878', 'H5186', 'H5253', 'H5414', 'H5437', 'H5472', 'H5493', 'H5528', 'H5627', 'H5753', 'H6437', 'H7227', 'H7725', 'H7734', 'H7750', 'H7760', 'H7847', 'H8159', 'H8447', 'G344', 'G387', 'G402', 'G654', 'G665', 'G868', 'G1294', 'G1578', 'G1612', 'G1624', 'G1994', 'G3179', 'G3313', 'G3329', 'G3344', 'G3346', 'G4762', 'G5157', 'G5290']	['H541', 'H1750', 'H2015', 'H2017', 'H2186', 'H2559', 'H3399', 'H3943', 'H4142', 'H4672', 'H4740', 'H4878', 'H5186', 'H5253', 'H5414', 'H5437', 'H5472', 'H5493', 'H5528', 'H5627', 'H5753', 'H5844', 'H6437', 'H6801', 'H7227', 'H7725', 'H7734', 'H7750', 'H7760', 'H7847', 'H8159', 'H8447', 'G344', 'G387', 'G402', 'G576', 'G654', 'G665', 'G868', 'G1294', 'G1578', 'G1612', 'G1624', 'G1994', 'G2827', 'G3179', 'G3313', 'G3329', 'G3344', 'G3346', 'G4762', 'G5077', 'G5157', 'G5290', 'G6060']	* [1 Kings 11:02](rc://en/tn/help/1ki/11/02)* [Acts 07:42](rc://en/tn/help/act/07/42)* [Acts 11:21](rc://en/tn/help/act/11/21)* [Jeremiah 36:1-3](rc://en/tn/help/jer/36/01)* [Luke 01:17](rc://en/tn/help/luk/01/17)* [Malachi 04:06](rc://en/tn/help/mal/04/06)* [Revelation 11:06](rc://en/tn/help/rev/11/06)	11011002. 44007042. 44011021. 24036001. 24036002. 24036003. 42001017. 39004006. 66011006. 
1020	understand	understand	understand, understands, understood, understanding, thinking	समझना, समझता है, समझ लिया, समझ	['H995', 'H998', 'H999', 'H1847', 'H2940', 'H3045', 'H3820', 'H3824', 'H4486', 'H7200', 'H7919', 'H7922', 'H7924', 'H8085', 'H8394', 'G50', 'G144', 'G145', 'G191', 'G801', 'G1097', 'G1108', 'G1271', 'G1921', 'G1922', 'G1987', 'G1990', 'G2657', 'G3539', 'G3563', 'G4907', 'G4908', 'G4920', 'G5424', 'G5428', 'G5429']	['H995', 'H998', 'H999', 'H1847', 'H2940', 'H3045', 'H3820', 'H3824', 'H4486', 'H7200', 'H7306', 'H7919', 'H7922', 'H7924', 'H8085', 'H8394', 'G50', 'G145', 'G191', 'G801', 'G1097', 'G1107', 'G1108', 'G1271', 'G1921', 'G1922', 'G1987', 'G1990', 'G2657', 'G3129', 'G3539', 'G3563', 'G3877', 'G4441', 'G4907', 'G4908', 'G4920', 'G5424', 'G5428', 'G5429', 'G6063']	* [Job 34:16-17](rc://en/tn/help/job/34/16)* [Luke 02:47](rc://en/tn/help/luk/02/47)* [Luke 08:10](rc://en/tn/help/luk/08/10)* [Matthew 13:12](rc://en/tn/help/mat/13/12)* [Matthew 13:14](rc://en/tn/help/mat/13/14)* [Proverbs 03:05](rc://en/tn/help/pro/03/05)	18034016. 18034017. 42002047. 42008010. 40013012. 40013014. 20003005. 
1021		unprofitable		निष्फल		['H3276', 'H5532', 'G255', 'G512', 'G888', 'G889', 'G890']		
1022	vain	vain	vain, vanity, futile, empty, useless, meaningless	व्यर्थ, अनर्थ	['H1891', 'H1892', 'H2600', 'H7307', 'H7385', 'H7387', 'H7723', 'H8193', 'H8267', 'H8414', 'G255', 'G889', 'G945', 'G1500', 'G2756', 'G2758', 'G2761', 'G3151', 'G3152', 'G3153', 'G3155']	['H205', 'H1891', 'H1892', 'H2600', 'H3576', 'H5014', 'H6754', 'H7307', 'H7385', 'H7386', 'H7387', 'H7723', 'H8193', 'H8267', 'H8414', 'G945', 'G1432', 'G1500', 'G2755', 'G2756', 'G2757', 'G2758', 'G2761', 'G3150', 'G3151', 'G3152', 'G3153', 'G3154', 'G3155']	* [1 Corinthians 15:1-2](rc://en/tn/help/1co/15/01)* [1 Samuel 25:21-22](rc://en/tn/help/1sa/25/21)* [2 Peter 02:18](rc://en/tn/help/2pe/02/18)* [Isaiah 45:19](rc://en/tn/help/isa/45/19)* [Jeremiah 02:29-31](rc://en/tn/help/jer/02/29)* [Matthew 15:09](rc://en/tn/help/mat/15/09)	46015001. 46015002. 09025021. 09025022. 61002018. 23045019. 24002029. 24002030. 24002031. 40015009. 
1023	veil	veil	veil, veils, veiled, unveiled	परदा, घूँघटों, परदा पड़ा, उघाड़े	['H4304', 'H4533', 'H4555', 'H6777', 'H6809', 'H7479', 'G343', 'G2571', 'G2572']	['H7289', 'G2665']	* [2 Corinthians 03:12-13](rc://en/tn/help/2co/03/12)* [2 Corinthians 03:16](rc://en/tn/help/2co/03/16)* [Ezekiel 13:18](rc://en/tn/help/ezk/13/18)* [Isaiah 47:1-2](rc://en/tn/help/isa/47/01)* [Song of Solomon 04:3](rc://en/tn/help/sng/04/3)	47003012. 47003013. 47003016. 26013018. 23047001. 23047002. 
1024	vine	vine	vine, vines	दाखलता, दाखलताओं	['H5139', 'H1612', 'H8321', 'G288', 'G290', 'G1009', 'G1092']	['H5139', 'H1612', 'H8321', 'G288', 'G290', 'G1009', 'G1092']	* [Genesis 40:09](rc://en/tn/help/gen/40/09)* [Genesis 49:11](rc://en/tn/help/gen/49/11)* [John 15:01](rc://en/tn/help/jhn/15/01)* [Luke 22:18](rc://en/tn/help/luk/22/18)* [Mark 12:03](rc://en/tn/help/mrk/12/03)* [Matthew 21:35-37](rc://en/tn/help/mat/21/35)	01040009. 01049011. 43015001. 42022018. 41012003. 40021035. 40021036. 40021037. 
1025	vineyard	vineyard	vineyard, vineyards	दाख की बारी, दाख की बारियों	['H1612', 'H3754', 'H3755', 'H8284', 'G290']	['H64', 'H1612', 'H3657', 'H3661', 'H3754', 'H3755', 'H8284', 'G289', 'G290']	* [Genesis 09:20-21](rc://en/tn/help/gen/09/20)* [Luke 13:06](rc://en/tn/help/luk/13/06)* [Luke 20:15](rc://en/tn/help/luk/20/15)* [Matthew 20:02](rc://en/tn/help/mat/20/02)* [Matthew 21:40-41](rc://en/tn/help/mat/21/40)	01009020. 01009021. 42013006. 42020015. 40020002. 40021040. 40021041. 
1026	virgin	virgin	virgin, virgins, virginity	कुँवारी, कुमारियों, कुँवारीपन	['H1330', 'H1331', 'G3932', 'G3933']	['H1330', 'H1331', 'H5959', 'G3932', 'G3933']	* [Genesis 24:15-16](rc://en/tn/help/gen/24/15)* [Luke 01:27](rc://en/tn/help/luk/01/27)* [Luke 01:35](rc://en/tn/help/luk/01/35)* [Matthew 01:23](rc://en/tn/help/mat/01/23)* [Matthew 25:02](rc://en/tn/help/mat/25/02)	01024015. 01024016. 42001027. 42001035. 40001023. 40025002. 
1027	vision	vision	vision, visions, envision	दर्शन, दर्शनों, दर्शन	['H2376', 'H2377', 'H2378', 'H2380', 'H2384', 'H4236', 'H4758', 'H4759', 'H7203', 'H7723', 'H8602', 'G3701', 'G3705', 'G3706']	['H2376', 'H2377', 'H2378', 'H2380', 'H2384', 'H4236', 'H4758', 'H4759', 'H7203', 'H7723', 'H8602', 'G3701', 'G3705', 'G3706']	* [Acts 09:10-12](rc://en/tn/help/act/09/10)* [Acts 10:3-6](rc://en/tn/help/act/10/03)* [Acts 10:11](rc://en/tn/help/act/10/11)* [Acts 12:9-10](rc://en/tn/help/act/12/09)* [Luke 01:22](rc://en/tn/help/luk/01/22)* [Luke 24:23](rc://en/tn/help/luk/24/23)* [Matthew 17:9-10](rc://en/tn/help/mat/17/09)	44009010. 44009011. 44009012. 44010003. 44010004. 44010005. 44010006. 44010011. 44012009. 44012010. 42001022. 42024023. 40017009. 40017010. 
1028	voice	voice	voice, voices	शब्द, स्वर	['H6963', 'H7032', 'H7445', 'H8193', 'G2906', 'G5456']	['H6963', 'H7032', 'H7445', 'H8193', 'G2906', 'G5456', 'G5586']	* [John 05:36-38](rc://en/tn/help/jhn/05/36)* [Luke 01:42](rc://en/tn/help/luk/01/42)* [Luke 09:35](rc://en/tn/help/luk/09/35)* [Matthew 03:17](rc://en/tn/help/mat/03/17)* [Matthew 12:19](rc://en/tn/help/mat/12/19)	43005036. 43005037. 43005038. 42001042. 42009035. 40003017. 40012019. 
1029	walk	walk	walk, walks, walked, walking	चले, चलता, चला, चलता	['H1869', 'H1980', 'H1981', 'H3212', 'H4108', 'G1704', 'G4043', 'G4198', 'G4748']	['H1869', 'H1979', 'H1980', 'H1981', 'H3212', 'H4108', 'H4109', 'G1330', 'G1704', 'G3716', 'G4043', 'G4198', 'G4748']	* [1 John 01:07](rc://en/tn/help/1jn/01/07)* [1 Kings 02:04](rc://en/tn/help/1ki/02/04)* [Colossians 02:07](rc://en/tn/help/col/02/07)* [Galatians 05:25](rc://en/tn/help/gal/05/25)* [Genesis 17:01](rc://en/tn/help/gen/17/01)* [Isaiah 02:05](rc://en/tn/help/isa/02/05)* [Jeremiah 13:10](rc://en/tn/help/jer/13/10)* [Micah 04:02](rc://en/tn/help/mic/04/02)	62001007. 11002004. 51002007. 48005025. 01017001. 23002005. 24013010. 33004002. 
1030	warrior	warrior	soldier, soldiers, warrior, warriors, army	सैनिक, सिपाहियों, योद्धा, शूरवीरों	['H352', 'H510', 'H1368', 'H1416', 'H1995', 'H2389', 'H2428', 'H2502', 'H3715', 'H5971', 'H6518', 'H6635', 'H7273', 'H7916', 'G4686', 'G4753', 'G4754', 'G4757', 'G4758', 'G4961']	['', 'H352', 'H510', 'H1368', 'H1416', 'H1995', 'H2389', 'H2428', 'H2502', 'H3715', 'H4421', 'H5431', 'H5971', 'H6518', 'H6635', 'H7273', 'H7916', 'G4686', 'G4753', 'G4754', 'G4757', 'G4758', 'G4961']	* [1 Chronicles 21:05](rc://en/tn/help/1ch/21/05)* [Acts 21:33](rc://en/tn/help/act/21/33)* [Luke 03:14](rc://en/tn/help/luk/03/14)* [Luke 23:11](rc://en/tn/help/luk/23/11)* [Matthew 08:8-10](rc://en/tn/help/mat/08/08)	13021005. 44021033. 42003014. 42023011. 40008008. 40008009. 40008010. 
1031	waste	waste	waste, wastes, wasted, wasting, wasteland, wastelands, becomes weak, devastates	सत्यानाश, नाश, नाश हो गया, नाश कर, उजाड़, खण्डहरों	['H535', 'H1086', 'H1104', 'H1326', 'H2100', 'H2490', 'H2522', 'H2717', 'H2721', 'H2723', 'H3615', 'H3856', 'H4127', 'H4198', 'H4592', 'H4743', 'H5307', 'H7334', 'H7582', 'H7703', 'H7736', 'H7843', 'H8047', 'H8074', 'H8077', 'H8414', 'G684', 'G1287', 'G2049', 'G2673']	['H535', 'H1086', 'H1104', 'H1110', 'H1197', 'H1326', 'H2100', 'H2490', 'H2522', 'H2717', 'H2720', 'H2721', 'H2723', 'H3615', 'H3765', 'H3856', 'H4127', 'H4198', 'H4592', 'H4743', 'H4875', 'H5307', 'H5327', 'H7334', 'H7582', 'H7703', 'H7722', 'H7736', 'H7843', 'H8047', 'H8074', 'H8077', 'H8414', 'H8437', 'G684', 'G1287', 'G2049', 'G2673', 'G4199']	* [Ezekiel 06:06](rc://en/tn/help/ezk/06/06)* [Leviticus 26:39](rc://en/tn/help/lev/26/39)* [Matthew 26:08](rc://en/tn/help/mat/26/08)* [Revelation 18:15-17](rc://en/tn/help/rev/18/15)* [Zechariah 07:13-14](rc://en/tn/help/zec/07/13)	26006006. 03026039. 40026008. 66018015. 66018016. 66018017. 38007013. 38007014. 
1032	watch	watch	watch, watches, watched, watching, watchman, watchmen, watchful, take heed, beware, watch out, guard	चौकस, ताकता, देखा, देख रहा था, द्वारपाल, पहरुओं, जागते रहो	['H821', 'H2370', 'H4929', 'H4931', 'H5027', 'H5341', 'H6486', 'H6822', 'H6836', 'H6974', 'H7462', 'H7789', 'H7919', 'H8104', 'H8108', 'H8245', 'G69', 'G991', 'G1127', 'G2334', 'G2892', 'G3525', 'G3708', 'G3906', 'G4337', 'G4648', 'G5083', 'G5438']	['H821', 'H2370', 'H4929', 'H4931', 'H5027', 'H5341', 'H5894', 'H6486', 'H6822', 'H6836', 'H6974', 'H7462', 'H7789', 'H7919', 'H8104', 'H8108', 'H8245', 'G69', 'G70', 'G991', 'G1127', 'G1492', 'G2334', 'G2892', 'G3525', 'G3708', 'G3906', 'G4337', 'G4648', 'G5083', 'G5438']	* [1 Thessalonians 05:06](rc://en/tn/help/1th/05/06)* [Hebrews 13:17](rc://en/tn/help/heb/13/17)* [Jeremiah 31:4-6](rc://en/tn/help/jer/31/04)* [Mark 08:15](rc://en/tn/help/mrk/08/15)* [Mark 13:33-34](rc://en/tn/help/mrk/13/33)* [Matthew 25:10-13](rc://en/tn/help/mat/25/10)	52005006. 58013017. 24031004. 24031005. 24031006. 41008015. 41013033. 41013034. 40025010. 40025011. 40025012. 40025013. 
1033	watchtower	watchtower	watchtower, watchtowers, tower	गुम्मट, पहरे की मिनारों, गुम्मट	['H803', 'H971', 'H975', 'H1785', 'H2918', 'H4026', 'H4029', 'H4692', 'H4707', 'H4869', 'H6076', 'H6438', 'H6836', 'G4444']	['H803', 'H969', 'H971', 'H975', 'H1785', 'H2918', 'H4024', 'H4026', 'H4029', 'H4692', 'H4707', 'H4869', 'H6076', 'H6438', 'H6836', 'H6844', 'G4444']	* [1 Chronicles 27:25-27](rc://en/tn/help/1ch/27/25)* [Ezekiel 26:3-4](rc://en/tn/help/ezk/26/03)* [Mark 12:1-3](rc://en/tn/help/mrk/12/01)* [Matthew 21:33-34](rc://en/tn/help/mat/21/33)* [Psalm 062:02](rc://en/tn/help/psa/062/02)	13027025. 13027026. 13027027. 26026003. 26026004. 41012001. 41012002. 41012003. 40021033. 40021034. None062002. 
1034	water	water	water, waters, watered, watering	पानी, जल, पानी पिलाया, पानी देना	['H2222', 'H4325', 'H4529', 'H4857', 'H7301', 'H7783', 'H8248', 'G504', 'G4215', 'G4222', 'G5202', 'G5204']	['H2222', 'H4325', 'H4529', 'H4857', 'H7301', 'H7783', 'H8248', 'G504', 'G4215', 'G4222', 'G5202', 'G5204']	* [Acts 08:36-38](rc://en/tn/help/act/08/36)* [Exodus 14:21](rc://en/tn/help/exo/14/21)* [John 04:10](rc://en/tn/help/jhn/04/10)* [John 04:14](rc://en/tn/help/jhn/04/14)* [John 04:15](rc://en/tn/help/jhn/04/15)* [Matthew 14:28-30](rc://en/tn/help/mat/14/28)	44008036. 44008037. 44008038. 02014021. 43004010. 43004014. 43004015. 40014028. 40014029. 40014030. 
1035	well	well	cistern, cisterns, well, wells	गड्ढे, कुएँ, कुआँ, कुओं	['H875', 'H883', 'H953', 'H1360', 'H4599', 'H4726', 'H4841', 'G4077', 'G5421']	['H875', 'H883', 'H953', 'H1360', 'H3653', 'H4599', 'H4726', 'H4841', 'G4077', 'G5421']	* [1 Chronicles 11:17](rc://en/tn/help/1ch/11/17)* [2 Samuel 17:17-18](rc://en/tn/help/2sa/17/17)* [Genesis 16:14](rc://en/tn/help/gen/16/14)* [Luke 14:4-6](rc://en/tn/help/luk/14/04)* [Numbers 20:17](rc://en/tn/help/num/20/17)	13011017. 10017017. 10017018. 01016014. 42014004. 42014005. 42014006. 04020017. 
1036	wheat	wheat	wheat	गेहूँ	['H1250', 'H2406', 'G4621']	['H1250', 'H2406', 'G4621']	* [Acts 27:36-38](rc://en/tn/help/act/27/36)* [Exodus 34:21-22](rc://en/tn/help/exo/34/21)* [John 12:24](rc://en/tn/help/jhn/12/24)* [Luke 03:17](rc://en/tn/help/luk/03/17)* [Matthew 03:12](rc://en/tn/help/mat/03/12)* [Matthew 13:26](rc://en/tn/help/mat/13/26)	44027036. 44027037. 44027038. 02034021. 02034022. 43012024. 42003017. 40003012. 40013026. 
1037	wine	wine	wine, wines, wineskin, wineskins, new wine	दाखरस, कुण्ड, कुण्डों, दाखरस, मशक, मशकों, नई दाखरस	['H2561', 'H2562', 'H3196', 'H4469', 'H4997', 'H5435', 'H6025', 'H6071', 'H8492', 'G1098', 'G3631', 'G3820', 'G3943']	['H2561', 'H2562', 'H3196', 'H4469', 'H4997', 'H5435', 'H6025', 'H6071', 'H8492', 'G1098', 'G3631', 'G3820', 'G3943']	* [1 Timothy 05:23](rc://en/tn/help/1ti/05/23)* [Genesis 09:21](rc://en/tn/help/gen/09/21)* [Genesis 49:12](rc://en/tn/help/gen/49/12)* [John 02:3-5](rc://en/tn/help/jhn/02/03)* [John 02:10](rc://en/tn/help/jhn/02/10)* [Matthew 09:17](rc://en/tn/help/mat/09/17)* [Matthew 11:18](rc://en/tn/help/mat/11/18)smashed	54005023. 01009021. 01049012. 43002003. 43002004. 43002005. 43002010. 40009017. 40011018. 
1038	winepress	winepress	winepress	दाखरस के कुण्ड	['H1660', 'H3342', 'H6333', 'G3025', 'G5276']	['H1660', 'H3342', 'H6333', 'G3025', 'G5276']	* [Isaiah 63:02](rc://en/tn/help/isa/63/02)* [Mark 12:01](rc://en/tn/help/mrk/12/01)* [Matthew 21:33](rc://en/tn/help/mat/21/33)* [Revelation 14:20](rc://en/tn/help/rev/14/20)	23063002. 41012001. 40021033. 66014020. 
1039	winnow	winnow	winnow, winnows, winnowed, winnowing, sift, sifting	फटकना, फटकता, फटका, फटकेगा, फटके, छानना	['H2219', 'H5130', 'G4425', 'G4617']	['H2219', 'H5128', 'H5130', 'G4425', 'G4617']	* [Isaiah 21:10](rc://en/tn/help/isa/21/10)* [Luke 22:31](rc://en/tn/help/luk/22/31)* [Matthew 03:12](rc://en/tn/help/mat/03/12)* [Proverbs 20:08](rc://en/tn/help/pro/20/08)* [Ruth 03:02](rc://en/tn/help/rut/03/02)	23021010. 42022031. 40003012. 20020008. 08003002. 
1040	wisemen	wisemen	wise men	बुद्धिमानों	['H2445', 'H2450', 'H3778', 'H3779', 'G4680']	['H2445', 'H2450', 'H3778', 'H3779', 'G4680']	* [1 Chronicles 27:32-34](rc://en/tn/help/1ch/27/32)* [Daniel 02:1-2](rc://en/tn/help/dan/02/01)* [Daniel 02:10-11](rc://en/tn/help/dan/02/10)	13027032. 13027033. 13027034. 27002001. 27002002. 27002010. 27002011. 
1041	wolf	wolf	wolf, wolves, wild dogs	भेड़िया, भेड़िए, जंगली कुत्ते	['H2061', 'H3611', 'G3074']	['H2061', 'H3611', 'G3074']	* [Acts 20:29](rc://en/tn/help/act/20/29)* [Isaiah 11:07](rc://en/tn/help/isa/11/07)* [John 10:11-13](rc://en/tn/help/jhn/10/11)* [Luke 10:03](rc://en/tn/help/luk/10/03)* [Matthew 07:15](rc://en/tn/help/mat/07/15)* [Zephaniah 03:03](rc://en/tn/help/zep/03/03)	44020029. 23011007. 43010011. 43010012. 43010013. 42010003. 40007015. 36003003. 
1042	womb	womb	womb, wombs	गर्भ	['H990', 'H4578', 'H7356', 'H7358', 'G1064', 'G2836', 'G3388']	['H990', 'H4578', 'H7356', 'H7358', 'G1064', 'G2836', 'G3388']	* [Genesis 25:23](rc://en/tn/help/gen/25/23)* [Genesis 25:24-26](rc://en/tn/help/gen/25/24)* [Genesis 38:27-28](rc://en/tn/help/gen/38/27)* [Genesis 49:25](rc://en/tn/help/gen/49/25)* [Luke 02:21](rc://en/tn/help/luk/02/21)* [Luke 11:27](rc://en/tn/help/luk/11/27)* [Luke 23:29](rc://en/tn/help/luk/23/29)* [Matthew 19:12](rc://en/tn/help/mat/19/12)	01025023. 01025024. 01025025. 01025026. 01038027. 01038028. 01049025. 42002021. 42011027. 42023029. 40019012. 
1043	word	word	word, words, speech	वचन, शब्द	['H561', 'H562', 'H565', 'H1697', 'H1703', 'H2706', 'H4405', 'H4406', 'H6310', 'G518', 'G1024', 'G3054', 'G3055', 'G3056', 'G4086', 'G4487', 'G5023', 'G5542']	['H561', 'H562', 'H565', 'H1697', 'H1703', 'H3983', 'H4405', 'H4406', 'H6310', 'H6600', 'G518', 'G1024', 'G3050', 'G3054', 'G3055', 'G3056', 'G4086', 'G4487', 'G4935', 'G5023', 'G5542']	* [2 Timothy 04:02](rc://en/tn/help/2ti/04/02)* [Acts 08:04](rc://en/tn/help/act/08/04)* [Colossians 04:03](rc://en/tn/help/col/04/03)* [James 01:18](rc://en/tn/help/jas/01/18)* [Jeremiah 27:04](rc://en/tn/help/jer/27/04)* [John 01:03](rc://en/tn/help/jhn/01/03)* [John 01:14](rc://en/tn/help/jhn/01/14)* [Luke 08:15](rc://en/tn/help/luk/08/15)* [Matthew 02:08](rc://en/tn/help/mat/02/08)* [Matthew 07:27](rc://en/tn/help/mat/07/27)	55004002. 44008004. 51004003. 59001018. 24027004. 43001003. 43001014. 42008015. 40002008. 40007027. 
